Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Care (product.metafields.custom.care),Description (product.metafields.custom.description1),description (product.metafields.custom.description2),free shipping in the USA (product.metafields.custom.free_shipping_in_the_usa),HID (product.metafields.custom.hid),materials  (product.metafields.custom.materials_),Measurments (product.metafields.custom.measurments),placemats (product.metafields.custom.placemats),Related Size - Large (product.metafields.custom.related_size_large),Related Size - Medium (product.metafields.custom.related_size_medium),shipping and returns  (product.metafields.custom.shipping_and_returns),TINUUID (product.metafields.custom.tinuuid),Care guide (product.metafields.descriptors.care_guide),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Care instructions (product.metafields.shopify.care-instructions),Color (product.metafields.shopify.color-pattern),Cover color (product.metafields.shopify.cover-color),Cover material (product.metafields.shopify.cover-material),Fabric (product.metafields.shopify.fabric),Shape (product.metafields.shopify.shape),Throw pillow shape (product.metafields.shopify.throw-pillow-shape),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
petrol-velvet-woven-bench,Petrol Velvet Woven Bench,"<p>The woven bench is a meticulously crafted piece that adds a playful yet sophisticated touch to any entryway or living area. Using a unique weaving technique, this handmade bench combines soft velvet fabric and durable Beechwood for both aesthetic and functional value that will endure for years to come.<strong data-mce-fragment=""1""></strong></p>",Knots Studio,Furniture > Benches,Woven bench,"",true,Size,"37""",,,,,,,,20037Ptr,6900.0,shopify,continue,manual,671.00,895.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/files/petrol_bench.jpg?v=1747521449,1,"",false,,"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.",,,,,,,,,,,,,,,,,"Beech wood, Stiff foam, Polyester Velvet/Suede fabric","Width: 94X32 cm / 37X12.5 inch | 120X32 cm / 47X12.5 inch
Height: 50 cm / 19.5 inch   ",,,,"Domestic Shipping (USA) All items ship directly from our US warehouse. Once we notify you that your order has shipped, standard delivery takes 5-7 business days. With over a decade of shipping experience, we guarantee your order will arrive safely.

International Shipping We offer worldwide shipping with the following estimated delivery times:

USA- 5-7 days
Europe :5-7 days
Asia: 7-10 days
Rest of world: 7-14 business days
Returns: We accept returns within 30 days of delivery. Please note that final sale items are ineligible for return.

How to Initiate a Return: If you decide to return your item, please contact us within 30 days of delivery by emailing info@knots-studio.com. We'll send you a prepaid shipping label to make the process easy.

Return Process: Returns for store credit and exchanges are free. Items must be in new, undamaged condition. They also must be returned in original, protective packaging to ensure your return arrives safe and sound.

Once you ship the item back using our provided label and it arrives at our warehouse, our team will inspect it to ensure everything is in perfect condition.

Refunds: Once the item is collected and inspected, your refund will be processed to the original form of payment. Please note:

Return shipping costs will be deducted
A $10 processing fee applies to all refunds
Store credit and exchanges are free from these fees

Important Information for International Customers Please be aware that customs duties and import taxes may apply to US and international orders. Buyers are responsible for any applicable customs fees, import duties, or taxes imposed by their local government.

We recommend checking with your local customs office before placing an order to understand potential additional costs. Please note that we cannot control or be held responsible for customs delays or associated fees.",,Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean. ,,,,,,,,,,burgandy-velvet-knot-pillow-new; teal-velvet-knot-pillow-new; ivory-velvet-knot-pillow; printed-throw-pillows-oceane-colors; printed-throw-pillows-sunset-colors; sterling-grey-velvet-knot-pillow-new; ivory-velvet-knot-pillow-new; l-hull-basket-in-cobalt-ultra-suede; l-hull-basket-in-red-earth-ultra-suede; m-hull-basket-in-red-earth-ultra-suede-copy,burgandy-velvet-woven-bench; citron-velvet-woven-bench; ivory-velvet-woven-bench; mauve-velvet-woven-bench-1; petrol-velvet-woven-bench; sterling-grey-velvet-woven-bench; truffle-velvet-woven-bench,ahead,,,kg,,,active
petrol-velvet-woven-bench,,,,,,,,,"47""",,,,,,,,20047Ptr,9000.0,shopify,continue,manual,783.00,1045.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/files/petrolstool_3ea87cc5-3e08-43a1-88a0-f12a0f411d1c.jpg?v=1753181356,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
petrol-velvet-woven-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/files/petrolstool3_723e0205-0a75-4396-a079-b3dcbba6093b.jpg?v=1747521433,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
petrol-velvet-woven-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/files/petrolstool2_9c37f42c-d198-4903-9041-c0a6ab86ae60.jpg?v=1747521433,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
petrol-velvet-woven-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/files/All_benches-03.jpg?v=1754771036,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivory-velvet-woven-bench,Ivory Velvet Woven Bench,"<p>The woven bench is a meticulously crafted piece that adds a playful yet sophisticated touch to any entryway or living area. Using a unique weaving technique, this handmade bench combines soft velvet fabric and durable Beechwood for both aesthetic and functional value that will endure for years to come.<strong data-mce-fragment=""1""></strong></p>",Knots Studio,Furniture > Benches,Woven bench,"",true,Size,"37""",,,,,,,,20037Ivr,6900.0,shopify,continue,manual,671.00,895.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/files/ivory120.jpg?v=1754769838,1,"",false,,"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.",,,,,,,,,,,,,,,,,"Beech wood, Stiff foam, Polyester Velvet/Suede fabric","Width: 94X32 cm / 37X12.5 inch | 120X32 cm / 47X12.5 inch
Height: 50 cm / 19.5 inch   ",,,,"Domestic Shipping (USA) All items ship directly from our US warehouse. Once we notify you that your order has shipped, standard delivery takes 5-7 business days. With over a decade of shipping experience, we guarantee your order will arrive safely.

International Shipping We offer worldwide shipping with the following estimated delivery times:

USA- 5-7 days
Europe :5-7 days
Asia: 7-10 days
Rest of world: 7-14 business days
Returns: We accept returns within 30 days of delivery. Please note that final sale items are ineligible for return.

How to Initiate a Return: If you decide to return your item, please contact us within 30 days of delivery by emailing info@knots-studio.com. We'll send you a prepaid shipping label to make the process easy.

Return Process: Returns for store credit and exchanges are free. Items must be in new, undamaged condition. They also must be returned in original, protective packaging to ensure your return arrives safe and sound.

Once you ship the item back using our provided label and it arrives at our warehouse, our team will inspect it to ensure everything is in perfect condition.

Refunds: Once the item is collected and inspected, your refund will be processed to the original form of payment. Please note:

Return shipping costs will be deducted
A $10 processing fee applies to all refunds
Store credit and exchanges are free from these fees

Important Information for International Customers Please be aware that customs duties and import taxes may apply to US and international orders. Buyers are responsible for any applicable customs fees, import duties, or taxes imposed by their local government.

We recommend checking with your local customs office before placing an order to understand potential additional costs. Please note that we cannot control or be held responsible for customs delays or associated fees.",,Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean. ,,,,,,,,,,burgandy-velvet-knot-pillow-new; teal-velvet-knot-pillow-new; ivory-velvet-knot-pillow; printed-throw-pillows-oceane-colors; printed-throw-pillows-sunset-colors; sterling-grey-velvet-knot-pillow-new; ivory-velvet-knot-pillow-new; l-hull-basket-in-cobalt-ultra-suede; l-hull-basket-in-red-earth-ultra-suede; m-hull-basket-in-red-earth-ultra-suede-copy,burgandy-velvet-woven-bench; citron-velvet-woven-bench; ivory-velvet-woven-bench; mauve-velvet-woven-bench-1; petrol-velvet-woven-bench; sterling-grey-velvet-woven-bench; truffle-velvet-woven-bench,ahead,,,kg,,,active
ivory-velvet-woven-bench,,,,,,,,,"47""",,,,,,,,20047Ivr,9000.0,shopify,continue,manual,783.00,1045.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/files/A038F31F-29B0-4FAD-9AA0-8D8DA07370D0.jpg?v=1754769838,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ivory-velvet-woven-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/files/ivory2copy2_ac97268c-fa18-4d5f-bf67-9d85b4bf877f.jpg?v=1754769838,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivory-velvet-woven-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/files/All_benches-03.jpg?v=1754771036,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivory-velvet-woven-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/files/ivory2.jpg?v=1754769838,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgandy-velvet-woven-bench,Burgundy Velvet Woven Bench,"<p>The woven bench is a meticulously crafted piece that adds a playful yet sophisticated touch to any entryway or living area. Using a unique weaving technique, this handmade bench combines soft velvet fabric and durable Beechwood for both aesthetic and functional value that will endure for years to come.<strong data-mce-fragment=""1""></strong></p>",Knots Studio,Furniture > Benches,Woven bench,"",true,Size,"37""",,,,,,,,20037Brg,6900.0,shopify,continue,manual,671.00,895.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/files/burgandy_bench2.jpg?v=1747527390,1,"",false,,"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.",,,,,,,,,,,,,,,,,"Beech wood, Stiff foam, Polyester Velvet/Suede fabric","Width: 94X32 cm / 37X12.5 inch | 120X32 cm / 47X12.5 inch
Height: 50 cm / 19.5 inch   ",,,,"Domestic Shipping (USA) All items ship directly from our US warehouse. Once we notify you that your order has shipped, standard delivery takes 5-7 business days. With over a decade of shipping experience, we guarantee your order will arrive safely.

International Shipping We offer worldwide shipping with the following estimated delivery times:

USA- 5-7 days
Europe :5-7 days
Asia: 7-10 days
Rest of world: 7-14 business days
Returns: We accept returns within 30 days of delivery. Please note that final sale items are ineligible for return.

How to Initiate a Return: If you decide to return your item, please contact us within 30 days of delivery by emailing info@knots-studio.com. We'll send you a prepaid shipping label to make the process easy.

Return Process: Returns for store credit and exchanges are free. Items must be in new, undamaged condition. They also must be returned in original, protective packaging to ensure your return arrives safe and sound.

Once you ship the item back using our provided label and it arrives at our warehouse, our team will inspect it to ensure everything is in perfect condition.

Refunds: Once the item is collected and inspected, your refund will be processed to the original form of payment. Please note:

Return shipping costs will be deducted
A $10 processing fee applies to all refunds
Store credit and exchanges are free from these fees

Important Information for International Customers Please be aware that customs duties and import taxes may apply to US and international orders. Buyers are responsible for any applicable customs fees, import duties, or taxes imposed by their local government.

We recommend checking with your local customs office before placing an order to understand potential additional costs. Please note that we cannot control or be held responsible for customs delays or associated fees.",,Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean. ,,1,,,,,,,,burgandy-velvet-knot-pillow-new; teal-velvet-knot-pillow-new; ivory-velvet-knot-pillow; printed-throw-pillows-oceane-colors; printed-throw-pillows-sunset-colors; sterling-grey-velvet-knot-pillow-new; ivory-velvet-knot-pillow-new; l-hull-basket-in-cobalt-ultra-suede; l-hull-basket-in-red-earth-ultra-suede; m-hull-basket-in-red-earth-ultra-suede-copy,burgandy-velvet-woven-bench; citron-velvet-woven-bench; ivory-velvet-woven-bench; mauve-velvet-woven-bench-1; petrol-velvet-woven-bench; sterling-grey-velvet-woven-bench; truffle-velvet-woven-bench,ahead,,,kg,,,active
burgandy-velvet-woven-bench,,,,,,,,,"47""",,,,,,,,20047Brg,9000.0,shopify,continue,manual,783.00,1045.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/files/burgandy_bench.jpg?v=1747527412,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
burgandy-velvet-woven-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/files/stoolburgandy4_4a1a44b1-0b36-4391-b4a1-d7279296bd72.jpg?v=1747527376,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgandy-velvet-woven-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/files/stoolburgandy2_62e6e803-9499-40aa-8616-8f6b7140b89a.jpg?v=1747527372,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgandy-velvet-woven-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/files/stoolburgandy3_4f9fdcb3-1105-47cb-96a3-52f392fbb64c.jpg?v=1747527372,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgandy-velvet-woven-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/files/All_benches-03.jpg?v=1754771036,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sterling-grey-velvet-woven-stool,Sterling Grey Velvet Woven Stool,"<p>Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.<strong data-mce-fragment=""1""></strong></p>",Knots Studio,Furniture > Chairs,Woven stool,"",true,Title,Default Title,,,,,,,,20017Gry,4000.0,shopify,deny,manual,363.00,485.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/files/greystool4.jpg?v=1747514260,1,"",false,,"Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.",1463,,,,,,,,,,,,,,,,"Beech wood, Stiff foam, Polyester Velvet/Suede fabric","Size: Width: 44X32 cm / 17.5X12.5 inch      
 Height: 50 cm / 19.5 inch",,,,"Domestic Shipping (USA) All items ship directly from our US warehouse. Once we notify you that your order has shipped, standard delivery takes 5-7 business days. With over a decade of shipping experience, we guarantee your order will arrive safely.

International Shipping We offer worldwide shipping with the following estimated delivery times:

USA- 5-7 days
Europe :5-7 days
Asia: 7-10 days
Rest of world: 7-14 business days
Returns: We accept returns within 30 days of delivery. Please note that final sale items are ineligible for return.

How to Initiate a Return: If you decide to return your item, please contact us within 30 days of delivery by emailing info@knots-studio.com. We'll send you a prepaid shipping label to make the process easy.

Return Process: Returns for store credit and exchanges are free. Items must be in new, undamaged condition. They also must be returned in original, protective packaging to ensure your return arrives safe and sound.

Once you ship the item back using our provided label and it arrives at our warehouse, our team will inspect it to ensure everything is in perfect condition.

Refunds: Once the item is collected and inspected, your refund will be processed to the original form of payment. Please note:

Return shipping costs will be deducted
A $10 processing fee applies to all refunds
Store credit and exchanges are free from these fees

Important Information for International Customers Please be aware that customs duties and import taxes may apply to US and international orders. Buyers are responsible for any applicable customs fees, import duties, or taxes imposed by their local government.

We recommend checking with your local customs office before placing an order to understand potential additional costs. Please note that we cannot control or be held responsible for customs delays or associated fees.",,Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean.                      ,,,,,,,,,,,burgundy-cherry-woven-stool; citron-velvet-woven-stool; ivory-velvet-woven-stool; mauve-velvet-woven-stool-1; ivory-velvet-woven-stool-copy; sterling-grey-velvet-woven-stool; truffle-velvet-woven-stool,ahead,,,kg,,,active
sterling-grey-velvet-woven-stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/files/greystool5.jpg?v=1747514260,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sterling-grey-velvet-woven-stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/files/greystool2.jpg?v=1747514260,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sterling-grey-velvet-woven-stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/files/greystool3.jpg?v=1747514280,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sterling-grey-velvet-woven-stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/files/greystool.jpg?v=1747514260,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mauve-velvet-woven-stool-1,Mauve Velvet Woven Stool,"<p>Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.<strong data-mce-fragment=""1""></strong></p>",Knots Studio,Furniture > Chairs,Woven stool,"",true,Title,Default Title,,,,,,,,20017Mve,4000.0,shopify,continue,manual,363.00,485.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/files/mauvestools2.jpg?v=1770899152,1,"",false,,"Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.",1463,,,,,,,,,,,,,,,,"Beech wood, Stiff foam, Polyester Velvet/Suede fabric","Size: Width: 44X32 cm / 17.5X12.5 inch      
 Height: 50 cm / 19.5 inch",,,,"Domestic Shipping (USA) All items ship directly from our US warehouse. Once we notify you that your order has shipped, standard delivery takes 5-7 business days. With over a decade of shipping experience, we guarantee your order will arrive safely.

International Shipping We offer worldwide shipping with the following estimated delivery times:

USA- 5-7 days
Europe :5-7 days
Asia: 7-10 days
Rest of world: 7-14 business days
Returns: We accept returns within 30 days of delivery. Please note that final sale items are ineligible for return.

How to Initiate a Return: If you decide to return your item, please contact us within 30 days of delivery by emailing info@knots-studio.com. We'll send you a prepaid shipping label to make the process easy.

Return Process: Returns for store credit and exchanges are free. Items must be in new, undamaged condition. They also must be returned in original, protective packaging to ensure your return arrives safe and sound.

Once you ship the item back using our provided label and it arrives at our warehouse, our team will inspect it to ensure everything is in perfect condition.

Refunds: Once the item is collected and inspected, your refund will be processed to the original form of payment. Please note:

Return shipping costs will be deducted
A $10 processing fee applies to all refunds
Store credit and exchanges are free from these fees

Important Information for International Customers Please be aware that customs duties and import taxes may apply to US and international orders. Buyers are responsible for any applicable customs fees, import duties, or taxes imposed by their local government.

We recommend checking with your local customs office before placing an order to understand potential additional costs. Please note that we cannot control or be held responsible for customs delays or associated fees.",,Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean.                      ,,,,,,,,,,,burgundy-cherry-woven-stool; citron-velvet-woven-stool; ivory-velvet-woven-stool; mauve-velvet-woven-stool-1; ivory-velvet-woven-stool-copy; sterling-grey-velvet-woven-stool; truffle-velvet-woven-stool,ahead,,,kg,,,active
